crop,year,season,state,area,production,fertilizer,pesticide,yield
Tapioca,2005,Whole Year ,Tamil Nadu,127122,4857440,15244470.24,26695.62,38.21481481
Tobacco,2005,Whole Year ,Tamil Nadu,5102,7792,611831.84,1071.42,1.451
Turmeric,2005,Whole Year ,Tamil Nadu,25970,143358,3114322.4,5453.7,5.547037037
Urad,2005,Kharif     ,Tamil Nadu,215448,70758,25836524.16,45244.08,0.403571429
Arecanut,2005,Whole Year ,West Bengal,9363,29287,1122810.96,1966.23,2.821176471
Arhar/Tur,2005,Rabi       ,West Bengal,1830,1584,219453.6,384.3,0.885
Bajra,2005,Kharif     ,West Bengal,55,19,6595.6,11.55,0.5
Barley,2005,Rabi       ,West Bengal,2403,3000,288167.76,504.63,1.121666667
Cardamom,2005,Whole Year ,West Bengal,2874,704,344650.08,603.54,0.24
Castor seed,2005,Rabi       ,West Bengal,45,37,5396.4,9.45,0.82
Coconut ,2005,Whole Year ,West Bengal,24884,323525800,2984089.28,5225.64,11972.035
Cotton(lint),2005,Kharif     ,West Bengal,1506,3857,180599.52,316.26,2.22
Dry chillies,2005,Whole Year ,West Bengal,51957,60727,6230683.44,10910.97,1.055
Ginger,2005,Kharif     ,West Bengal,7694,13953,922664.48,1615.74,1.726111111
Gram,2005,Rabi       ,West Bengal,40038,36464,4801356.96,8407.98,0.8
Groundnut,2005,Whole Year ,West Bengal,48818,83116,5854254.56,10251.78,1.565
Horse-gram,2005,Rabi       ,West Bengal,2800,1292,335776,588,0.475454545
Jowar,2005,Kharif     ,West Bengal,1439,562,172564.88,302.19,0.436666667
Jute,2005,Kharif     ,West Bengal,558938,7989246,67027844.96,117376.98,14.95882353
Khesari,2005,Rabi       ,West Bengal,33253,30375,3987699.76,6983.13,0.780588235
Linseed,2005,Rabi       ,West Bengal,6667,1926,799506.64,1400.07,0.302
Maize,2005,Kharif     ,West Bengal,71753,207252,8604619.76,15068.13,2.601764706
Masoor,2005,Rabi       ,West Bengal,61493,46964,7374240.56,12913.53,0.612777778
Mesta,2005,Kharif     ,West Bengal,10358,125254,1242131.36,2175.18,11.78285714
Moong(Green Gram),2005,Kharif     ,West Bengal,725,365,86942,152.25,0.565
Moong(Green Gram),2005,Rabi       ,West Bengal,1411,931,169207.12,296.31,0.648
Moong(Green Gram),2005,Summer     ,West Bengal,9364,3258,1122930.88,1966.44,0.35125
Niger seed,2005,Kharif     ,West Bengal,5033,3270,603557.36,1056.93,0.45875
Other Kharif pulses,2005,Kharif     ,West Bengal,854,541,102411.68,179.34,0.5375
Peas & beans (Pulses),2005,Rabi       ,West Bengal,13131,11504,1574669.52,2757.51,0.936470588
Potato,2005,Whole Year ,West Bengal,354455,7462464,42506243.6,74435.55,19.345
Ragi,2005,Kharif     ,West Bengal,12621,15315,1513510.32,2650.41,0.868
Rapeseed &Mustard,2005,Rabi       ,West Bengal,421483,383002,50544241.36,88511.43,0.796666667
Rice,2005,Autumn     ,West Bengal,288129,605612,34552429.68,60507.09,2.116111111
Rice,2005,Summer     ,West Bengal,1381957,4047038,165724283.4,290210.97,2.767222222
Rice,2005,Winter     ,West Bengal,4112863,9858092,493214531,863701.23,2.317222222
Safflower,2005,Rabi       ,West Bengal,321,183,38494.32,67.41,0.5525
Sannhamp,2005,Whole Year ,West Bengal,1257,6725,150739.44,263.97,5.41625
Sesamum,2005,Whole Year ,West Bengal,148628,136072,17823469.76,31211.88,0.854705882
Small millets,2005,Kharif     ,West Bengal,2113,1627,253390.96,443.73,0.744285714
Small millets,2005,Rabi       ,West Bengal,1170,1408,140306.4,245.7,1.245
Soyabean,2005,Kharif     ,West Bengal,573,328,68714.16,120.33,0.605
Sugarcane,2005,Whole Year ,West Bengal,15031,1247713,1802517.52,3156.51,80.03066667
Sunflower,2005,Kharif     ,West Bengal,12473,15689,1495762.16,2619.33,1.175
Tobacco,2005,Whole Year ,West Bengal,13884,19890,1664969.28,2915.64,0.791666667
Turmeric,2005,Whole Year ,West Bengal,11844,25049,1420332.48,2487.24,2.017777778
Urad,2005,Kharif     ,West Bengal,48605,30714,5828711.6,10207.05,0.492352941
Urad,2005,Rabi       ,West Bengal,8514,10212,1020998.88,1787.94,0.808181818
Wheat,2005,Rabi       ,West Bengal,366729,773514,43978141.68,77013.09,1.953333333
Arecanut,2006,Kharif     ,Puducherry,63,82,8045.73,13.86,1.3
Arecanut,2006,Whole Year ,Puducherry,63,82,8045.73,13.86,1.3
Banana,2006,Kharif     ,Puducherry,305,9890,38951.55,67.1,22.23666667
Black pepper,2006,Kharif     ,Puducherry,12,7,1532.52,2.64,0.58
Cotton(lint),2006,Summer     ,Puducherry,57,40,7279.47,12.54,0.75
Dry chillies,2006,Kharif     ,Puducherry,1,2,127.71,0.22,2
Dry chillies,2006,Rabi       ,Puducherry,4,8,510.84,0.88,2
Dry chillies,2006,Summer     ,Puducherry,4,10,510.84,0.88,2.335
Groundnut,2006,Rabi       ,Puducherry,697,1427,89013.87,153.34,1.6
Jowar,2006,Summer     ,Puducherry,4,7,510.84,0.88,1.75
Onion,2006,Rabi       ,Puducherry,1,4,127.71,0.22,4
Onion,2006,Summer     ,Puducherry,2,10,255.42,0.44,5
Rice,2006,Kharif     ,Puducherry,5010,13285,639827.1,1102.2,2.64
Rice,2006,Rabi       ,Puducherry,12061,33581,1540310.31,2653.42,4.05
Rice,2006,Summer     ,Puducherry,4574,13942,584145.54,1006.28,3.05
Sesamum,2006,Rabi       ,Puducherry,134,88,17113.14,29.48,0.5
Sugarcane,2006,Kharif     ,Puducherry,2500,383706,319275,550,112.3
Tapioca,2006,Kharif     ,Puducherry,357,14141,45592.47,78.54,26.93
Arecanut,2006,Rabi       ,Meghalaya,12081,16561,1542864.51,2657.82,1.254285714
Banana,2006,Kharif     ,Meghalaya,6422,72367,820153.62,1412.84,10.31714286
Castor seed,2006,Rabi       ,Meghalaya,33,21,4214.43,7.26,0.693333333
Cotton(lint),2006,Rabi       ,Meghalaya,7208,7738,920533.68,1585.76,1.05
Dry chillies,2006,Rabi       ,Meghalaya,1870,1375,238817.7,411.4,0.958571429
Ginger,2006,Kharif     ,Meghalaya,9639,57278,1230996.69,2120.58,7.088571429
Gram,2006,Rabi       ,Meghalaya,536,332,68452.56,117.92,0.6
Jute,2006,Rabi       ,Meghalaya,3967,35304,506625.57,872.74,7.056666667
Linseed,2006,Rabi       ,Meghalaya,82,39,10472.22,18.04,0.48
Maize,2006,Kharif     ,Meghalaya,17039,25334,2176050.69,3748.58,1.541428571
Mesta,2006,Kharif     ,Meghalaya,4425,20178,565116.75,973.5,4.566666667
Other  Rabi pulses,2006,Rabi       ,Meghalaya,2167,1706,276747.57,476.74,0.76
Potato,2006,Rabi       ,Meghalaya,18173,188202,2320873.83,3998.06,8.212857143
Rapeseed &Mustard,2006,Rabi       ,Meghalaya,7261,4815,927302.31,1597.42,0.657142857
Rice,2006,Autumn     ,Meghalaya,32679,44736,4173435.09,7189.38,1.641428571
Rice,2006,Rabi       ,Meghalaya,9854,39940,1258454.34,2167.88,2.077142857
Rice,2006,Winter     ,Meghalaya,61752,115533,7886347.92,13585.44,1.852857143
Sesamum,2006,Rabi       ,Meghalaya,1635,876,208805.85,359.7,0.58
Small millets,2006,Rabi       ,Meghalaya,2625,2219,335238.75,577.5,0.977142857
Soyabean,2006,Kharif     ,Meghalaya,1052,1031,134350.92,231.44,0.972857143
Sugarcane,2006,Whole Year ,Meghalaya,87,239,11110.77,19.14,2.348
Sweet potato,2006,Rabi       ,Meghalaya,4947,16406,631781.37,1088.34,3.238571429
Tapioca,2006,Kharif     ,Meghalaya,3993,20870,509946.03,878.46,6.318571429
Tobacco,2006,Rabi       ,Meghalaya,709,468,90546.39,155.98,0.58
Turmeric,2006,Rabi       ,Meghalaya,1912,14449,244181.52,420.64,6.125714286
Wheat,2006,Rabi       ,Meghalaya,656,1183,83777.76,144.32,1.32
Arecanut,2006,Whole Year ,Andhra Pradesh,255,176,32566.05,56.1,0.685
Arhar/Tur,2006,Kharif     ,Andhra Pradesh,395644,157669,50527695.24,87041.68,0.420454545
Arhar/Tur,2006,Rabi       ,Andhra Pradesh,5606,3174,715942.26,1233.32,0.433333333
Bajra,2006,Kharif     ,Andhra Pradesh,48995,39988,6257151.45,10778.9,0.7375
Bajra,2006,Rabi       ,Andhra Pradesh,12081,6986,1542864.51,2657.82,0.824545455
Banana,2006,Whole Year ,Andhra Pradesh,50286,1224106,6422025.06,11062.92,26.19809524
Cashewnut,2006,Whole Year ,Andhra Pradesh,145095,37470,18530082.45,31920.9,0.2375
Castor seed,2006,Kharif     ,Andhra Pradesh,202199,86892,25822834.29,44483.78,0.444117647
Coconut ,2006,Whole Year ,Andhra Pradesh,105043,1326398065,13415041.53,23109.46,11710.48222
Coriander,2006,Whole Year ,Andhra Pradesh,25375,10061,3240641.25,5582.5,0.495
Cotton(lint),2006,Kharif     ,Andhra Pradesh,971806,2181944,124109344.3,213797.32,2.080952381
Dry chillies,2006,Kharif     ,Andhra Pradesh,164886,609739,21057591.06,36274.92,3.297727273
Dry chillies,2006,Rabi       ,Andhra Pradesh,49069,155979,6266601.99,10795.18,3.181363636
Ginger,2006,Whole Year ,Andhra Pradesh,2439,10301,311484.69,536.58,3.558
Gram,2006,Rabi       ,Andhra Pradesh,601745,653429,76848853.95,132383.9,1.465
Groundnut,2006,Kharif     ,Andhra Pradesh,1106630,332732,141327717.3,243458.6,0.874545455
Groundnut,2006,Rabi       ,Andhra Pradesh,227602,409905,29067051.42,50072.44,1.98
Horse-gram,2006,Kharif     ,Andhra Pradesh,10311,4554,1316817.81,2268.42,0.435
Horse-gram,2006,Rabi       ,Andhra Pradesh,53703,25476,6858410.13,11814.66,0.4105
Jowar,2006,Kharif     ,Andhra Pradesh,163068,163689,20825414.28,35874.96,0.90952381
Jowar,2006,Rabi       ,Andhra Pradesh,259348,246903,33121333.08,57056.56,1.494545455
Linseed,2006,Rabi       ,Andhra Pradesh,2830,777,361419.3,622.6,0.266
Maize,2006,Kharif     ,Andhra Pradesh,535709,1284991,68415396.39,117855.98,2.942727273
Maize,2006,Rabi       ,Andhra Pradesh,190172,1177003,24286866.12,41837.84,6.363181818
Mesta,2006,Kharif     ,Andhra Pradesh,61894,543574,7904482.74,13616.68,8.692222222
Moong(Green Gram),2006,Kharif     ,Andhra Pradesh,246320,80062,31457527.2,54190.4,0.312727273
Moong(Green Gram),2006,Rabi       ,Andhra Pradesh,147594,63534,18849229.74,32470.68,0.597142857
Niger seed,2006,Kharif     ,Andhra Pradesh,14547,5334,1857797.37,3200.34,0.4225
Onion,2006,Kharif     ,Andhra Pradesh,18601,306843,2375533.71,4092.22,15.37055556
Onion,2006,Rabi       ,Andhra Pradesh,12439,272602,1588584.69,2736.58,19.59105263
Other  Rabi pulses,2006,Rabi       ,Andhra Pradesh,14792,5811,1889086.32,3254.24,0.443125
Other Kharif pulses,2006,Kharif     ,Andhra Pradesh,10190,3106,1301364.9,2241.8,0.298666667
Potato,2006,Whole Year ,Andhra Pradesh,3645,44728,465502.95,801.9,12.436
Ragi,2006,Kharif     ,Andhra Pradesh,50702,50883,6475152.42,11154.44,1.205
Ragi,2006,Rabi       ,Andhra Pradesh,8220,13611,1049776.2,1808.4,1.621818182
Rapeseed &Mustard,2006,Rabi       ,Andhra Pradesh,5387,2780,687973.77,1185.14,0.285
Rice,2006,Kharif     ,Andhra Pradesh,2640870,6949186,337265507.7,580991.4,2.689090909
Rice,2006,Rabi       ,Andhra Pradesh,1337020,4922944,170750824.2,294144.4,3.036818182
Safflower,2006,Rabi       ,Andhra Pradesh,14302,8994,1826508.42,3146.44,0.50125
Sesamum,2006,Kharif     ,Andhra Pradesh,79449,18224,10146431.79,17478.78,0.213809524
Sesamum,2006,Rabi       ,Andhra Pradesh,34163,10521,4362956.73,7515.86,0.311
Small millets,2006,Kharif     ,Andhra Pradesh,33676,17007,4300761.96,7408.72,0.5475
Small millets,2006,Rabi       ,Andhra Pradesh,360,225,45975.6,79.2,0.6225
Soyabean,2006,Kharif     ,Andhra Pradesh,102503,156222,13090658.13,22550.66,1.191111111
Sugarcane,2006,Whole Year ,Andhra Pradesh,264333,21691638,33757967.43,58153.26,86.37380952
Sunflower,2006,Whole Year ,Andhra Pradesh,445693,329437,56919453.03,98052.46,0.896363636
Sweet potato,2006,Whole Year ,Andhra Pradesh,997,8608,127326.87,219.34,8.821764706
Tapioca,2006,Whole Year ,Andhra Pradesh,19732,209152,2519973.72,4341.04,8.95
Tobacco,2006,Whole Year ,Andhra Pradesh,191822,582747,24497587.62,42200.84,4.163571429
Urad,2006,Kharif     ,Andhra Pradesh,82015,22555,10474135.65,18043.3,0.339473684
Urad,2006,Rabi       ,Andhra Pradesh,415708,327533,53090068.68,91455.76,0.793636364
Wheat,2006,Rabi       ,Andhra Pradesh,10016,8796,1279143.36,2203.52,0.68
Arecanut,2006,Whole Year ,Assam,69104,55044,8825271.84,15202.88,0.817037037
Arhar/Tur,2006,Kharif     ,Assam,6676,4769,852591.96,1468.72,0.706666667
Banana,2006,Whole Year ,Assam,43250,598857,5523457.5,9515,13.70814815
Castor seed,2006,Kharif     ,Assam,1303,552,166406.13,286.66,0.4636
Coconut ,2006,Whole Year ,Assam,18595,135725000,2374767.45,4090.9,6233.948519
Cotton(lint),2006,Kharif     ,Assam,1374,648,175473.54,302.28,0.518461538
Dry chillies,2006,Whole Year ,Assam,15453,9975,1973502.63,3399.66,0.633703704
Gram,2006,Rabi       ,Assam,1895,971,242010.45,416.9,0.486666667
Jute,2006,Kharif     ,Assam,57663,558564,7364141.73,12685.86,9.352962963
Linseed,2006,Rabi       ,Assam,8169,4142,1043262.99,1797.18,0.484583333
Maize,2006,Kharif     ,Assam,18657,13557,2382685.47,4104.54,0.6252
Masoor,2006,Rabi       ,Assam,20137,10602,2571696.27,4430.14,0.5184
Mesta,2006,Kharif     ,Assam,4860,24668,620670.6,1069.2,4.6988
Moong(Green Gram),2006,Rabi       ,Assam,7374,3395,941733.54,1622.28,0.444074074
Niger seed,2006,Kharif     ,Assam,10029,5147,1280803.59,2206.38,0.53
Onion,2006,Whole Year ,Assam,6870,16775,877367.7,1511.4,2.384814815
Other  Rabi pulses,2006,Rabi       ,Assam,14486,7916,1850007.06,3186.92,0.508076923
Peas & beans (Pulses),2006,Rabi       ,Assam,19143,11716,2444752.53,4211.46,0.616666667
Potato,2006,Whole Year ,Assam,77712,504557,9924599.52,17096.64,6.657407407
Rapeseed &Mustard,2006,Rabi       ,Assam,238426,115874,30449384.46,52453.72,0.495185185
Rice,2006,Autumn     ,Assam,379441,335708,48458410.11,83477.02,1.028148148
Rice,2006,Summer     ,Assam,312471,630162,39905671.41,68743.62,1.837037037
Rice,2006,Winter     ,Assam,1504647,1950144,192158468.4,331022.34,1.269259259
Sesamum,2006,Kharif     ,Assam,13378,7586,1708504.38,2943.16,0.496666667
Small millets,2006,Kharif     ,Assam,7473,3843,954376.83,1644.06,0.500384615
Sugarcane,2006,Whole Year ,Assam,26627,1055337,3400534.17,5857.94,39.10666667
Sweet potato,2006,Whole Year ,Assam,8112,28443,1035983.52,1784.64,3.406666667
Tapioca,2006,Whole Year ,Assam,2671,12602,341113.41,587.62,4.426923077
Tobacco,2006,Whole Year ,Assam,563,301,71900.73,123.86,0.5928
Turmeric,2006,Whole Year ,Assam,11741,8538,1499443.11,2583.02,0.723703704
Urad,2006,Rabi       ,Assam,37079,19056,4735359.09,8157.38,0.507777778
Wheat,2006,Rabi       ,Assam,59573,67413,7608067.83,13106.06,1.134444444
Arecanut,2006,Whole Year ,Karnataka,168401,223939,21506491.71,37048.22,1.286666667
Arhar/Tur,2006,Kharif     ,Karnataka,595697,262673,76076463.87,131053.34,0.4648
Bajra,2006,Kharif     ,Karnataka,386456,161903,49354295.76,85020.32,0.485
Bajra,2006,Rabi       ,Karnataka,44,43,5619.24,9.68,0.95
Bajra,2006,Summer     ,Karnataka,1236,1415,157849.56,271.92,0.81
Banana,2006,Whole Year ,Karnataka,42646,851437,5446320.66,9382.12,19.95814815
Black pepper,2006,Whole Year ,Karnataka,13726,29025,1752947.46,3019.72,2.216
Cardamom,2006,Whole Year ,Karnataka,23827,1377,3042946.17,5241.94,0.0575
Castor seed,2006,Kharif     ,Karnataka,20230,16163,2583573.3,4450.6,0.827727273
Coconut ,2006,Whole Year ,Karnataka,403671,1635839000,51552823.41,88807.62,4164.715926
Coriander,2006,Whole Year ,Karnataka,5998,888,766004.58,1319.56,0.113157895
Cotton(lint),2006,Whole Year ,Karnataka,375982,536329,48016661.22,82716.04,1.405
Dry chillies,2006,Whole Year ,Karnataka,132521,129945,16924256.91,29154.62,1.618888889
Garlic,2006,Whole Year ,Karnataka,6615,4401,844801.65,1455.3,1.276666667
Ginger,2006,Whole Year ,Karnataka,17472,228694,2231349.12,3843.84,12.83352941
Gram,2006,Kharif     ,Karnataka,134069,18350,17121951.99,29495.18,0.164285714
Gram,2006,Rabi       ,Karnataka,650809,298461,83114817.39,143177.98,0.445833333
Groundnut,2006,Kharif     ,Karnataka,617992,211868,78923758.32,135958.24,0.4028
Groundnut,2006,Rabi       ,Karnataka,145532,115262,18585891.72,32017.04,0.9432
Horse-gram,2006,Kharif     ,Karnataka,111793,40225,14277084.03,24594.46,0.370434783
Horse-gram,2006,Rabi       ,Karnataka,212545,62867,27144121.95,46759.9,0.368076923
Jowar,2006,Kharif     ,Karnataka,287515,335000,36718540.65,63253.3,1.11047619
Jowar,2006,Rabi       ,Karnataka,1126999,787340,143929042.3,247939.78,0.603684211
Jowar,2006,Summer     ,Karnataka,4797,7207,612624.87,1055.34,1.466666667
Linseed,2006,Rabi       ,Karnataka,12283,3759,1568661.93,2702.26,0.325384615
Maize,2006,Kharif     ,Karnataka,865850,2354023,110577703.5,190487,2.7448
Maize,2006,Rabi       ,Karnataka,78902,237039,10076574.42,17358.44,2.7208
Maize,2006,Summer     ,Karnataka,15780,50467,2015263.8,3471.6,3.203333333
Mesta,2006,Whole Year ,Karnataka,1998,2667,255164.58,439.56,1.543333333
Moong(Green Gram),2006,Kharif     ,Karnataka,440724,50943,56284862.04,96959.28,0.158695652
Moong(Green Gram),2006,Rabi       ,Karnataka,9041,2729,1154626.11,1989.02,0.29375
Niger seed,2006,Kharif     ,Karnataka,27426,5197,3502574.46,6033.72,0.213043478
Onion,2006,Whole Year ,Karnataka,151289,859132,19321118.19,33283.58,6.4348
Other  Rabi pulses,2006,Rabi       ,Karnataka,33685,8233,4301911.35,7410.7,0.269259259
Other Kharif pulses,2006,Kharif     ,Karnataka,116341,88598,14857909.11,25595.02,0.785
Potato,2006,Whole Year ,Karnataka,63374,561001,8093493.54,13942.28,12.976875
Ragi,2006,Kharif     ,Karnataka,554193,584337,70775988.03,121922.46,1.002631579
Ragi,2006,Rabi       ,Karnataka,57571,65934,7352392.41,12665.62,1.616153846
Ragi,2006,Summer     ,Karnataka,7007,14714,894863.97,1541.54,1.996153846
Rapeseed &Mustard,2006,Kharif     ,Karnataka,3691,974,471377.61,812.02,0.218235294
Rice,2006,Kharif     ,Karnataka,1066981,2723038,136264143.5,234735.82,2.428148148
Rice,2006,Rabi       ,Karnataka,44063,99796,5627285.73,9693.86,2.335333333
Rice,2006,Summer     ,Karnataka,284632,822692,36350352.72,62619.04,2.6825
Safflower,2006,Rabi       ,Karnataka,80607,59629,10294319.97,17733.54,0.673333333
Sannhamp,2006,Whole Year ,Karnataka,25,5,3192.75,5.5,0.136666667
Sesamum,2006,Kharif     ,Karnataka,85356,50207,10900814.76,18778.32,0.597307692
Small millets,2006,Kharif     ,Karnataka,39586,21403,5055528.06,8708.92,0.442105263
Soyabean,2006,Kharif     ,Karnataka,131139,97209,16747761.69,28850.58,0.763333333
Sugarcane,2006,Whole Year ,Karnataka,269440,23641948,34410182.4,59276.8,90.2876
Sunflower,2006,Kharif     ,Karnataka,595080,168016,75997666.8,130917.6,0.407916667
Sunflower,2006,Rabi       ,Karnataka,583983,175417,74580468.93,128476.26,0.612608696
Sunflower,2006,Summer     ,Karnataka,51506,40829,6577831.26,11331.32,0.877727273
Sweet potato,2006,Whole Year ,Karnataka,3014,25028,384917.94,663.08,6.240714286
Tapioca,2006,Whole Year ,Karnataka,815,6869,104083.65,179.3,9.43375
Tobacco,2006,Whole Year ,Karnataka,104030,46318,13285671.3,22886.6,0.471875
Turmeric,2006,Whole Year ,Karnataka,7477,37752,954887.67,1644.94,4.7735
Urad,2006,Kharif     ,Karnataka,134069,18350,17121951.99,29495.18,0.164285714
Urad,2006,Rabi       ,Karnataka,10986,5776,1403022.06,2416.92,0.520714286
Wheat,2006,Rabi       ,Karnataka,269494,223806,34417078.74,59288.68,0.810714286
Arecanut,2006,Whole Year ,Kerala,102078,109968,13036381.38,22457.16,0.933571429
Banana,2006,Whole Year ,Kerala,59143,463766,7553152.53,13011.46,7.988571429
Black pepper,2006,Whole Year ,Kerala,216709,64264,27675906.39,47675.98,0.217857143
Cardamom,2006,Whole Year ,Kerala,41362,8545,5282341.02,9099.64,0.057
Cashewnut,2006,Whole Year ,Kerala,70463,61680,8998829.73,15501.86,0.577857143
Coconut ,2006,Whole Year ,Kerala,872943,6054000000,111483550.5,192047.46,6522.32
Cotton(lint),2006,Kharif     ,Kerala,1300,1690,166023,286,1.3
Garlic,2006,Whole Year ,Kerala,221,3757,28223.91,48.62,17
Ginger,2006,Whole Year ,Kerala,11082,42496,1415282.22,2438.04,3.239285714
Groundnut,2006,Kharif     ,Kerala,2813,2081,359248.23,618.86,0.74
Jowar,2006,Kharif     ,Kerala,1827,929,233326.17,401.94,0.593333333
Other Cereals,2006,Kharif     ,Kerala,625,489,79818.75,137.5,0.793333333
Ragi,2006,Kharif     ,Kerala,516,417,65898.36,113.52,0.7225
Rice,2006,Autumn     ,Kerala,83859,191241,10709632.89,18448.98,2.270769231
Rice,2006,Summer     ,Kerala,35946,103571,4590663.66,7908.12,2.497857143
Rice,2006,Winter     ,Kerala,143724,346763,18354992.04,31619.28,2.286428571
Sesamum,2006,Kharif     ,Kerala,732,294,93483.72,161.04,0.397
Sugarcane,2006,Whole Year ,Kerala,1161,65790,148271.31,255.42,33.668
Sweet potato,2006,Whole Year ,Kerala,505,6405,64493.55,111.1,11.50071429
Tapioca,2006,Whole Year ,Kerala,87128,2518999,11127116.88,19168.16,29.46214286
Tobacco,2006,Whole Year ,Kerala,31,50,3959.01,6.82,1.61
Turmeric,2006,Whole Year ,Kerala,3917,9980,500240.07,861.74,2.168571429
Arecanut,2006,Whole Year ,Tamil Nadu,5526,11904,705725.46,1215.72,1.603636364
Arhar/Tur,2006,Whole Year ,Tamil Nadu,29127,21334,3719809.17,6407.94,0.744
Bajra,2006,Whole Year ,Tamil Nadu,65512,98969,8366537.52,14412.64,1.588333333
Banana,2006,Whole Year ,Tamil Nadu,105206,5637371,13435858.26,23145.32,54.02931034
Black pepper,2006,Whole Year ,Tamil Nadu,3703,843,472910.13,814.66,0.186923077
Cardamom,2006,Whole Year ,Tamil Nadu,4441,404,567160.11,977.02,0.0675
Cashewnut,2006,Whole Year ,Tamil Nadu,103968,51057,13277753.28,22872.96,0.503571429
Castor seed,2006,Whole Year ,Tamil Nadu,5289,1674,675458.19,1163.58,0.35375
Coconut ,2006,Whole Year ,Tamil Nadu,374604,5429900000,47840676.84,82412.88,13584.69138
Coriander,2006,Whole Year ,Tamil Nadu,17425,5676,2225346.75,3833.5,0.321304348
Cotton(lint),2006,Whole Year ,Tamil Nadu,100339,220864,12814293.69,22074.58,2.281111111
Dry chillies,2006,Whole Year ,Tamil Nadu,61418,42719,7843692.78,13511.96,0.803928571
Garlic,2006,Whole Year ,Tamil Nadu,528,3139,67430.88,116.16,5.304
Ginger,2006,Whole Year ,Tamil Nadu,669,12468,85437.99,147.18,18.65625
Gram,2006,Whole Year ,Tamil Nadu,5933,3831,757703.43,1305.26,0.53
Groundnut,2006,Whole Year ,Tamil Nadu,508032,1006475,64880766.72,111767.04,2.085357143
Horse-gram,2006,Whole Year ,Tamil Nadu,55635,32549,7105145.85,12239.7,0.5884
Jowar,2006,Whole Year ,Tamil Nadu,294376,293940,37594758.96,64762.72,1.212916667
